camp_id,Governorate,Community
camp_5613,Aleppo,Jbine
camp_5614,Aleppo,Shabanyiha
camp_5615,Aleppo,Ameriyeh
camp_5616,Aleppo,Misannah Bab
camp_5617,Aleppo,Hadabat
camp_5618,Aleppo,Bab Laymun
camp_5619,Aleppo,Tat Hims
camp_5620,Aleppo,Um Elthadaya Mamli
camp_5621,Aleppo,Tlilet Elbab
camp_5622,Aleppo,Tal Elhawa
camp_5623,Aleppo,Ayubiyeh (Ar-Ra'ee)
camp_5624,Aleppo,Tal Atieh
camp_5625,Aleppo,Qazam - Qesset Jak
camp_5626,Aleppo,Sandara
camp_5627,Aleppo,Tabjaq
camp_5628,Aleppo,Qemmet Daghelbash
camp_5629,Aleppo,Kundurli
camp_5630,Aleppo,Shaikh Naser
camp_5631,Aleppo,Um Shakif
camp_5632,Aleppo,Saflaniyeh
camp_5633,Aleppo,Su Sinbat
camp_5634,Aleppo,Barshaya
camp_5635,Aleppo,Big Fikha
camp_5636,Aleppo,Dana
camp_5637,Aleppo,Oruba Bab - Arab Wiran
camp_5638,Aleppo,Zamka
camp_5639,Aleppo,Shdar
camp_5640,Aleppo,Shbiran
camp_5641,Aleppo,Ajami
camp_5642,Aleppo,Qubbet Elsheikh
camp_5643,Aleppo,Jeb Eldam Elbab
camp_5644,Aleppo,Al Azraq
camp_5645,Aleppo,Ghuz
camp_5646,Aleppo,Shweiha
camp_5647,Aleppo,Jeb El-barazi
camp_5648,Aleppo,Little Tafreeah
camp_5649,Aleppo,Noman
camp_5650,Aleppo,Little Sukariyeh
camp_5651,Aleppo,Mseibin(Al-Bab)
camp_5652,Aleppo,Zalaf
camp_5653,Aleppo,Atharia
camp_5654,Aleppo,Tal Ahmar
camp_5655,Aleppo,Maaret Atarib
camp_5656,Aleppo,Kafr Naseh Elatareb
camp_5657,Aleppo,Kafr Noran
camp_5658,Aleppo,Kafr Karmin
camp_5659,Aleppo,Sahara
camp_5660,Aleppo,Abzemo
camp_5661,Aleppo,Kafr Amma
camp_5662,Aleppo,Kafrantin
camp_5663,Aleppo,Deir Samaan
camp_5664,Aleppo,Qatoura
camp_5665,Aleppo,Balenta
camp_5666,Aleppo,Basufan
camp_5667,Aleppo,Burj Slaiman
camp_5668,Aleppo,Tqad
camp_5669,Aleppo,Mashhad
camp_5670,Aleppo,Arhab
camp_5671,Aleppo,Babka
camp_5672,Aleppo,Tadil
camp_5673,Aleppo,Jeineh
camp_5674,Aleppo,Kafr Taal
camp_5675,Aleppo,Brat
camp_5676,Aleppo,Awasi
camp_5677,Aleppo,Olasha
camp_5678,Aleppo,Tarhin
camp_5679,Aleppo,Hadath
camp_5680,Aleppo,Sheikh Elwan
camp_5681,Aleppo,Maqri
camp_5682,Aleppo,Olan
camp_5683,Aleppo,Nahda
camp_5684,Aleppo,Matmana
camp_5685,Aleppo,Bazagha
camp_5686,Aleppo,Qabasin
camp_5687,Aleppo,Tal Jerji
camp_5688,Aleppo,Mezraat Hemmo
camp_5689,Aleppo,Big Amya
camp_5690,Aleppo,Jeb Naassan
camp_5691,Aleppo,Sunbula - Saboyran
camp_5692,Aleppo,Hazwan
camp_5693,Aleppo,Qdeiran
camp_5694,Aleppo,Zarzur
camp_5695,Aleppo,Kreidiyeh
camp_5696,Aleppo,Sosyan
camp_5697,Aleppo,Abu Zendin
camp_5698,Aleppo,Waqqah
camp_5699,Aleppo,Hajilar
camp_5700,Aleppo,Western Eshkab
camp_5701,Aleppo,Dakhm
camp_5702,Aleppo,Nisriyeh
camp_5703,Aleppo,Koban
camp_5704,Aleppo,Dukan
camp_5705,Aleppo,Lower-Marwana
camp_5706,Aleppo,Kharzan
camp_5707,Aleppo,Upper Diwan
camp_5708,Aleppo,Jalma
camp_5709,Aleppo,Koran Jandris
camp_5710,Aleppo,Kafr Safra
camp_5711,Aleppo,Kordan
camp_5712,Aleppo,Jalaq
camp_5713,Aleppo,Tatara-Tataranli
camp_5714,Aleppo,Freiriyeh
camp_5715,Aleppo,Western Khaltan
camp_5716,Aleppo,Alwardya
camp_5717,Aleppo,Haji Hasanli
camp_5718,Aleppo,Sheikh El-Hadid
camp_5719,Aleppo,Ramadiyeh
camp_5720,Aleppo,Maghar - Maghar Jeq
camp_5721,Aleppo,Burj Kmush
camp_5722,Aleppo,Deir Ballut
camp_5723,Aleppo,Tal Hamo
camp_5724,Aleppo,Marwiyeh
camp_5725,Aleppo,Kurazli
camp_5726,Aleppo,Hayamli
camp_5727,Aleppo,Sharan
camp_5728,Aleppo,Sinka
camp_5729,Aleppo,Marata
camp_5730,Aleppo,Muarset Khateeb
camp_5731,Aleppo,Bteita
camp_5732,Aleppo,Jomrokiyeh
camp_5733,Aleppo,Khadraa
camp_5734,Aleppo,Sagher - Sagher Oba Si
camp_5735,Aleppo,Fafertein
camp_5736,Aleppo,Mreimin Afrin
camp_5737,Aleppo,Gumazanli
camp_5738,Aleppo,Kawkabeh
camp_5739,Aleppo,Shawarghet Eljoz
camp_5740,Aleppo,Nireh
camp_5741,Aleppo,Tal Tawil
camp_5742,Aleppo,Bali - Koy
camp_5743,Aleppo,Deir Meshmesh
camp_5744,Aleppo,Sheikh Eldeir
camp_5745,Aleppo,Smal
camp_5746,Aleppo,Raju
camp_5747,Aleppo,Burj Haydar
camp_5748,Aleppo,Basuta
camp_5749,Aleppo,Sheikh Aqraa - Kilo
camp_5750,Aleppo,Eskan
camp_5751,Aleppo,Ma'btali
camp_5752,Aleppo,Burj Abdallah
camp_5753,Aleppo,Bablit
camp_5754,Aleppo,Surra - Kobak
camp_5755,Aleppo,Hawa
camp_5756,Aleppo,Bulbul
camp_5757,Aleppo,Hamu Raju
camp_5758,Aleppo,Ghazawiyet Afrin
camp_5759,Aleppo,Enab
camp_5760,Aleppo,Ras Ahmar
camp_5761,Aleppo,Kabashin
camp_5762,Aleppo,Big Dar
camp_5763,Aleppo,Kafir
camp_5764,Aleppo,Al Jumaliyah
camp_5765,Aleppo,Kafrshil
camp_5766,Aleppo,Kimar
camp_5767,Aleppo,Lower Al-Thahrah
camp_5768,Aleppo,Kafr Zeid
camp_5769,Aleppo,Tharifa
camp_5770,Aleppo,Tellef
camp_5771,Aleppo,Karsanli
camp_5772,Aleppo,Khalilieyh
camp_5773,Aleppo,Haji Wali
camp_5774,Aleppo,Okan
camp_5775,Aleppo,Qarzihel
camp_5776,Aleppo,Baee
camp_5777,Aleppo,Maasara - Maasaret Jaq
camp_5778,Aleppo,Deir Hasan
camp_5779,Aleppo,Ein Dara
camp_5780,Aleppo,Qorna
camp_5781,Aleppo,Yabseh
camp_5782,Aleppo,Mudallala Afrin - Eastern Kotanly
camp_5783,Aleppo,Ashani
camp_5784,Aleppo,Qotan
camp_5785,Aleppo,Ali Jaru
camp_5786,Aleppo,Obudan
camp_5787,Aleppo,Zfnek
camp_5788,Aleppo,Oba Beik Oba Basi
camp_5789,Aleppo,Hafatro
camp_5790,Aleppo,Za'ra
camp_5791,Aleppo,Beylan
camp_5792,Aleppo,Sharqan
camp_5793,Aleppo,Khalil - Khleilak
camp_5794,Aleppo,Sheikh Khoraz
camp_5795,Aleppo,Dik
camp_5796,Aleppo,Samha Kilani
camp_5797,Aleppo,Hozan
camp_5798,Aleppo,Hajeb - Qash Ogli
camp_5799,Aleppo,Qastal Miqdad
camp_5800,Aleppo,Tafla
camp_5801,Aleppo,Khader
camp_5802,Aleppo,Sara
camp_5803,Aleppo,Jolaqi
camp_5804,Aleppo,Ali Elatrash - Olikar
camp_5805,Aleppo,Haj Eskandar
camp_5806,Aleppo,Upper Marwana
camp_5807,Aleppo,Zalaqah
camp_5808,Aleppo,Hikageh
camp_5809,Aleppo,Eastern Eshkan
camp_5810,Aleppo,Ras Elosud - Qarablish
camp_5811,Aleppo,Baflur
camp_5812,Aleppo,Lower Kafardali
camp_5813,Aleppo,Sheikh Abel Rahman
camp_5814,Aleppo,Upper Maskeh
camp_5815,Aleppo,Zanda
camp_5816,Aleppo,Hmlak-Hmelek
camp_5817,Aleppo,Sahuljuk
camp_5818,Aleppo,Haj Belal
camp_5819,Aleppo,Kalanli
camp_5820,Aleppo,Tal Elthaaleb - Sheikh Jqali
camp_5821,Aleppo,Darmash - Darmashkanli
camp_5822,Aleppo,Khazafiyeh - Qorret Matlaq
camp_5823,Aleppo,Sinnara
camp_5824,Aleppo,Amiriya - Meirkan
camp_5825,Aleppo,Upper Al-Thahrah
camp_5826,Aleppo,Sherkan - Sherkanli
camp_5827,Aleppo,Al-Rahmaniyah
camp_5828,Aleppo,Awlad El Arab - Arab Oshagi
camp_5829,Aleppo,Shorba
camp_5830,Aleppo,Haj Qassem
camp_5831,Aleppo,Bermaja
camp_5832,Aleppo,Yakhur - Ayki Yakhur
camp_5833,Aleppo,Jazruniyeh
camp_5834,Aleppo,Ayn Al-Hajar
camp_5835,Aleppo,Upper Khazian
camp_5836,Aleppo,Ashur
camp_5837,Aleppo,Mazuleh - Rotanli
camp_5838,Aleppo,Abraz
camp_5839,Aleppo,Kantara Ma'abatli
camp_5840,Aleppo,Fasha
camp_5841,Aleppo,Mhamadia
camp_5842,Aleppo,Qila
camp_5843,Aleppo,Abu Ka'ab
camp_5844,Aleppo,Upper Kafardali
camp_5845,Aleppo,Tal Slur
camp_5846,Aleppo,Jum Afrin
camp_5847,Aleppo,Khureibah/Qurbe
camp_5848,Aleppo,Koran Afrin
camp_5849,Aleppo,Sherbanli
camp_5850,Aleppo,Omsiya - Donbaly
camp_5851,Aleppo,Barband
camp_5852,Aleppo,Karri
camp_5853,Aleppo,Hamshu - Hamashtlak
camp_5854,Aleppo,Ghizlan - Jilani
camp_5855,Aleppo,Meidan Ekbis
camp_5856,Aleppo,Batra
camp_5857,Aleppo,Dawdaw
camp_5858,Aleppo,Maamel - Oshagi
camp_5859,Aleppo,Musiyeh - Oba Si
camp_5860,Aleppo,Atman
camp_5861,Aleppo,Birein - Jtal Qoyo
camp_5862,Aleppo,Sheikh Mohammed
camp_5863,Aleppo,Qalam - Bandrak
camp_5864,Aleppo,Big Siwan
camp_5865,Aleppo,Beit Adin
camp_5866,Aleppo,Halil - Holilo
camp_5867,Aleppo,Lower Dhak - Kolyan
camp_5868,Aleppo,Omar - Omar Oshaghi
camp_5869,Aleppo,Bilaliyeh - Blaliko
camp_5870,Aleppo,Talleh - Zarkani
camp_5871,Aleppo,Raee - Jobanli
camp_5872,Aleppo,Hjeij - Haji Kanli
camp_5873,Aleppo,Jalqama
camp_5874,Aleppo,Shyukh - Sheikh Oba Si
camp_5875,Aleppo,Jainka
camp_5876,Aleppo,Kusan
camp_5877,Aleppo,Janjaleh
camp_5878,Aleppo,Haidar Obasi
camp_5879,Aleppo,Little Siwan - Little Jaqmaq
camp_5880,Aleppo,Ada
camp_5881,Aleppo,Taqiyeh - Kamrash
camp_5882,Aleppo,Almadar
camp_5883,Aleppo,Upper Dhak - Upper Kolyan
camp_5884,Aleppo,Murtafiah
camp_5885,Aleppo,Shekh Bilal
camp_5886,Aleppo,Thadi - Mamali
camp_5887,Aleppo,Tholathiyeh
camp_5888,Aleppo,Kharab Suluq
camp_5889,Aleppo,Haj Khalil
camp_5890,Aleppo,Qarah Baba
camp_5891,Aleppo,Hasan Klkawi
camp_5892,Aleppo,Hopkan
camp_5893,Aleppo,Masikan
camp_5894,Aleppo,Hajman
camp_5895,Aleppo,Shankal
camp_5896,Aleppo,Aaliaa - Ali Baski
camp_5897,Aleppo,Doraq
camp_5898,Aleppo,Dama - Ayki Dam
camp_5899,Aleppo,Kafroum
camp_5900,Aleppo,Mashaala
camp_5901,Aleppo,Ser - Sarnjak
camp_5902,Aleppo,Qastal
camp_5903,Aleppo,Ballorsanak
camp_5904,Aleppo,Doha
camp_5905,Aleppo,Zaytuneh
camp_5906,Aleppo,Shaltah
camp_5907,Aleppo,Al Orobah
camp_5908,Aleppo,Abel
camp_5909,Aleppo,Marsawa
camp_5910,Aleppo,Qarra
camp_5911,Aleppo,Big Hallubi
camp_5912,Aleppo,Maydan Afrin
camp_5913,Aleppo,Mhabbaba - Naz Oshaghi
camp_5914,Aleppo,Big Dib
camp_5915,Aleppo,Sim Omariyeh
camp_5916,Aleppo,Little Hallubi
camp_5917,Aleppo,Qastal Jend
camp_5918,Aleppo,Jiman
camp_5919,Aleppo,Qatireh
camp_5920,Aleppo,Bafelyun
camp_5921,Aleppo,Bayaa
camp_5922,Aleppo,Yiji
camp_5923,Aleppo,Little Dib
camp_5924,Aleppo,Tal Elosud
camp_5925,Aleppo,Kafrmeez
camp_5926,Aleppo,Omariyeh Afrin
camp_5927,Aleppo,Big Bostan
camp_5928,Aleppo,Ali Bazan
camp_5929,Aleppo,Amud
camp_5930,Aleppo,Sheikh Khalil
camp_5931,Aleppo,Mazineh - Aranda
camp_5932,Aleppo,Wadi Elthaalab - Lower Jqal
camp_5933,Aleppo,Anqala
camp_5934,Aleppo,Mostakan
camp_5935,Aleppo,Turkman Bareh
camp_5936,Aleppo,Kafr Kalbein
camp_5937,Aleppo,Shmarekh
camp_5938,Aleppo,Talil Elsham
camp_5939,Aleppo,Niddeh
camp_5940,Aleppo,Nayara
camp_5941,Aleppo,Maarin
camp_5942,Aleppo,Afrin
camp_5943,Aleppo,Shamarin
camp_5944,Aleppo,Qorra Mazraa
camp_5945,Aleppo,Ahmadiyha
camp_5946,Aleppo,Kardish
camp_5947,Aleppo,Khirbet tall Shair
camp_5948,Aleppo,Al-Kamaliya
camp_5949,Aleppo,Ghorur
camp_5950,Aleppo,Mezraat Shahin
camp_5951,Aleppo,Jakkeh
camp_5952,Aleppo,Khalfatli
camp_5953,Aleppo,Masudiyeh
camp_5954,Aleppo,Zayadiyeh
camp_5955,Aleppo,Dweir Elhawa
camp_5956,Aleppo,Ghoz
camp_5957,Aleppo,Bayada - Aq Burhan
camp_5958,Aleppo,Beit Misto
camp_5959,Aleppo,Dweidan
camp_5960,Aleppo,Shweirin
camp_5961,Aleppo,Tall Husson
camp_5962,Aleppo,Odaya
camp_5963,Aleppo,Ferziyeh
camp_5964,Aleppo,Krum
camp_5965,Aleppo,Zayzafun - Ekdeh
camp_5966,Aleppo,Gheilaniyeh
camp_5967,Aleppo,Bgheidine
camp_5968,Aleppo,Shdud
camp_5969,Aleppo,Qabtan
camp_5970,Aleppo,Jubb Al-Asi
camp_5971,Aleppo,Talatayna 
camp_5972,Aleppo,Al Salihiyah Maree
camp_5973,Aleppo,Hiwar Elnahr
camp_5974,Aleppo,Mahsana - Mahsanli
camp_5975,Aleppo,Hjeileh - Jrables
camp_5976,Aleppo,Jubb Al-Kusa
camp_5977,Aleppo,Mazaalah
camp_5978,Aleppo,Lower Um Rotha
camp_5979,Aleppo,Sreisat
camp_5980,Aleppo,Qandariya
camp_5981,Aleppo,Big Majra
camp_5982,Aleppo,Marma Elhajar
camp_5983,Aleppo,Dabis
camp_5984,Aleppo,Al Muwass
camp_5985,Aleppo,Thahr Elmaghayer
camp_5986,Aleppo,Ayn Al Bayda
camp_5987,Aleppo,Tall Shair
camp_5988,Aleppo,Maghayer - Qorq Mghar
camp_5989,Aleppo,Hadra - Big Baldaq
camp_5990,Aleppo,Dulaym
camp_5991,Aleppo,Halawaniyeh
camp_5992,Aleppo,Qirata
camp_5993,Aleppo,Upper Bir
camp_5994,Aleppo,Himar
camp_5995,Aleppo,Jamel
camp_5996,Aleppo,Bablan
camp_5997,Aleppo,Little Majra
camp_5998,Aleppo,Kuliyeh
camp_5999,Aleppo,Treikhem
camp_6000,Aleppo,Lower Bir
camp_6001,Aleppo,Lower Jrables
camp_6002,Aleppo,Zoghra
camp_6003,Aleppo,Yusef Elbeik
camp_6004,Aleppo,Tal Elamara
camp_6005,Aleppo,Upper Um Rotha
camp_6006,Aleppo,Jarablus
camp_6007,Aleppo,Arab-Shekho
camp_6008,Aleppo,Anbar
camp_6009,Aleppo,Barakeh
camp_6010,Aleppo,Qaar Kalbein
camp_6011,Aleppo,Ghaytun
camp_6012,Aleppo,Aziziyeh
camp_6013,Aleppo,Teltana
camp_6014,Aleppo,Qara Kubri
camp_6015,Aleppo,Abla
camp_6016,Aleppo,Ein Elosud
camp_6017,Aleppo,Alsayed Ali
camp_6018,Aleppo,Kafr Elward
camp_6019,Aleppo,Asanbal
camp_6020,Aleppo,Sandaf
camp_6021,Aleppo,Tlaline
camp_6022,Aleppo,Tuwainiyah
camp_6023,Aleppo,Tal Maled
camp_6024,Aleppo,Kafra
camp_6025,Aleppo,Rael
camp_6026,Aleppo,Al-Sheikh Rih
camp_6027,Aleppo,Wash
camp_6028,Aleppo,Oweilin
camp_6029,Aleppo,Talat al-Beyda (Boz Dabah)
camp_6030,Aleppo,Hiwar Kalas
camp_6031,Aleppo,Jarez
camp_6032,Aleppo,Kafr Ghan
camp_6033,Aleppo,Yarobiyeh
camp_6034,Aleppo,Touqi
camp_6035,Aleppo,Dweibeq
camp_6036,Aleppo,Qazal
camp_6037,Aleppo,Al-Maraa Al-Sawda
camp_6038,Aleppo,Harjalah
camp_6039,Aleppo,Mreigel
camp_6040,Aleppo,Kafr Barja
camp_6041,Aleppo,Baraghideh
camp_6042,Aleppo,Judaydah Ma'arin
camp_6043,Aleppo,Qatmet Efrin
camp_6044,Aleppo,Yahmul
camp_6045,Aleppo,Kaljibrin
camp_6046,Aleppo,Kafr Janna
camp_6047,Aleppo,Sijraz
camp_6048,Aleppo,Tatiyeh
camp_6049,Aleppo,Mare'
camp_6050,Aleppo,Bab Alsalameh
camp_6051,Aleppo,Qubbet Elturkman
camp_6052,Aleppo,Bilis
camp_6053,Aleppo,Tal Ali - Karbajli
camp_6054,Aleppo,Shahid
camp_6055,Aleppo,Qadi Jrables
camp_6056,Aleppo,Hmeireh - Ashkaji
camp_6057,Aleppo,Qahirat Al-Ghandoura
camp_6058,Aleppo,Al Tafiliyah
camp_6059,Aleppo,Lilawa
camp_6060,Aleppo,Hajar Elabyad
camp_6061,Aleppo,Ghanameh
camp_6062,Aleppo,Ghassaniyeh - Jrables
camp_6063,Aleppo,Big Qantara
camp_6064,Aleppo,Sheineh
camp_6065,Aleppo,Az Zahrah
camp_6066,Aleppo,Tal Elhajar - Tal Elahamar
camp_6067,Aleppo,Um Sosa
camp_6068,Aleppo,Sabuniyeh
camp_6069,Aleppo,Big Mortafaa
camp_6070,Aleppo,Hfeira
camp_6071,Aleppo,Thaheriya Jrables
camp_6072,Aleppo,Bait Hussain
camp_6073,Aleppo,Halawanji
camp_6074,Aleppo,Yaqoubyah
camp_6075,Aleppo,Arab Azzah
camp_6076,Aleppo,Tal Aghbar - Tal Elagher
camp_6077,Aleppo,Mazraat Haydar Pasha
camp_6078,Aleppo,Big Nabgha
camp_6079,Aleppo,Little Arab Hasan
camp_6080,Aleppo,Raghibiyah
camp_6081,Aleppo,Sheib
camp_6082,Aleppo,Buslijah
camp_6083,Aleppo,Sweida - Qorret Tashli
camp_6084,Aleppo,Jeb Eldam Jrables
camp_6085,Aleppo,Forsan - Sabahiler
camp_6086,Hama,Zayzun
camp_6087,Idleb,Murin
camp_6088,Idleb,Ablin
camp_6089,Idleb,Northern Ora
camp_6090,Idleb,Darkosh
camp_6091,Idleb,Ariha
camp_6092,Idleb,Tab Issa - Eastern And Western
camp_6093,Idleb,Mastumeh
camp_6094,Idleb,Ora Qabli - Edwan
camp_6095,Idleb,Aqrabat
camp_6096,Idleb,Toum
camp_6097,Idleb,Foah
camp_6098,Idleb,Deir Al-Zaghab
camp_6099,Idleb,Tall Kherbeh
camp_6100,Idleb,Shallakh
camp_6101,Idleb,Ketyan
camp_6102,Idleb,Hazano
camp_6103,Aleppo,Abin Samaan
camp_6104,Idleb,Bruma
camp_6105,Idleb,Batenta
camp_6106,Idleb,Finduk farm
camp_6107,Idleb,Kafr Nabi
camp_6108,Idleb,Kelly
camp_6109,Idleb,Ram Hamdan
camp_6110,Idleb,Taltuneh
camp_6111,Idleb,Bir Al Tayeb
camp_6112,Idleb,Kshimat
camp_6113,Idleb,Kherbet Habasho
camp_6114,Idleb,Kafr - Kafrehmul
camp_6115,Idleb,Maaret Elekhwan
camp_6116,Idleb,Kafr Aruq
camp_6117,Idleb,As-Sanmah
camp_6118,Idleb,Arshin
camp_6119,Idleb,Harbanush
camp_6120,Idleb,Kafraya
camp_6121,Idleb,Beeret Kaftin
camp_6122,Idleb,Al Gharbi (ne)
camp_6123,Idleb,Bshmaron
camp_6124,Idleb,Al Janoubi (ne)
camp_6125,Idleb,Al Shamali (ne)
camp_6126,Idleb,Sarmin
camp_6127,Idleb,Ma'arrat Tamasrin
camp_6128,Idleb,Sijer - Bqesemtoh
camp_6129,Idleb,City Centre (ne)
camp_6130,Idleb,Armanaz
camp_6131,Idleb,Ariba
camp_6132,Idleb,Deir Hassan - Darhashan
camp_6133,Idleb,Sarmada
camp_6134,Aleppo,Batbu
camp_6135,Idleb,Aqrabat
camp_6136,Idleb,Qah
camp_6137,Idleb,Banabel
camp_6138,Idleb,Besnaya - Bseineh
camp_6139,Idleb,Kafr Mu
camp_6140,Idleb,Kafr Hum
camp_6141,Idleb,Bab El Hawa
camp_6142,Aleppo,Halazon
camp_6143,Idleb,Tilaada
camp_6144,Idleb,Burj Elnumra
camp_6145,Idleb,Termanin
camp_6146,Aleppo,Tuwama
camp_6147,Idleb,Tal Elkarameh
camp_6148,Idleb,Kafr Losin
camp_6149,Idleb,Mashhad Ruhin
camp_6150,Idleb,Kafr Deryan
camp_6151,Idleb,Babisqa
camp_6152,Idleb,Dana
camp_6153,Idleb,Kafr Kafaldin
camp_6154,Idleb,Sarjableh
camp_6155,Idleb,Al Kufir
camp_6156,Aleppo,Daret Azza
camp_6157,Idleb,Burdaqly
camp_6158,Idleb,Shinan
camp_6159,Idleb,Qminas
camp_6160,Idleb,Bennsh
camp_6161,Idleb,Anb
camp_6162,Idleb,Al Sharqui (ne)
camp_6163,Idleb,Rami
camp_6164,Idleb,Teftnaz
camp_6165,Idleb,Zardana Mashehad
camp_6166,Idleb,Sayed Khalil
camp_6167,Idleb,Big Hir Jamus
camp_6168,Idleb,Azmarin
camp_6169,Idleb,Jakara
camp_6170,Idleb,Little Hir Jamus
camp_6171,Idleb,Abu Talha
camp_6172,Idleb,Hardana (Harim)
camp_6173,Idleb,Aljib
camp_6174,Idleb,Qamshleih
camp_6175,Idleb,Foziyeh
camp_6176,Idleb,Allani
camp_6177,Idleb,Set Aateka
camp_6178,Idleb,Kafrahlat Jallad
camp_6179,Idleb,Faroukiyeh
camp_6180,Idleb,Saidiyeh
camp_6181,Idleb,Hamziyeh
camp_6182,Idleb,Ashrafia/Madlousah
camp_6183,Idleb,Tlul
camp_6184,Idleb,Jadeen
camp_6185,Idleb,Htan
camp_6186,Idleb,Bshendlaya - Rashadiya
camp_6187,Idleb,Abarita
camp_6188,Idleb,Kafr Kila
camp_6189,Idleb,Kafr Mars
camp_6190,Idleb,Taltita
camp_6191,Idleb,Helleh
camp_6192,Idleb,Tal Hamki
camp_6193,Idleb,Bsheiriyeh - Bello
camp_6194,Idleb,Kniseh
camp_6195,Idleb,Msheirfeh
camp_6196,Idleb,Qaysiyeh
camp_6197,Idleb,Ein Elsoda
camp_6198,Idleb,Kafir
camp_6199,Idleb,Janudiyeh
camp_6200,Idleb,Dgali
camp_6201,Idleb,Bzeit
camp_6202,Idleb,Marj Elzohur
camp_6203,Idleb,Arzaghan Fawqani
camp_6204,Idleb,Ghassaniyeh
camp_6205,Idleb,Western Marj Akhdar
camp_6206,Idleb,Bteibat
camp_6207,Idleb,Eshtabraq
camp_6208,Idleb,Ezz El-Din Farms
camp_6209,Idleb,Tal Awar
camp_6210,Idleb,Upper Shghur
camp_6211,Idleb,Joseph
camp_6212,Idleb,Balmis
camp_6213,Idleb,Jeb Alsafa
camp_6214,Idleb,Mazraet Qatroun
camp_6215,Idleb,Kherbet Eljoz
camp_6216,Idleb,Sali
camp_6217,Idleb,Mashta Al Ateq
camp_6218,Idleb,Um Rish
camp_6219,Idleb,Sokkariyeh
camp_6220,Idleb,Watba
camp_6221,Idleb,Qirmida
camp_6222,Idleb,eyn albarda
camp_6223,Idleb,Kniset Nakhleh
camp_6224,Idleb,Ziyadiyeh
camp_6225,Idleb,Al Areen - Kastanah Fawqan
camp_6226,Idleb,Eastern Marj Akhdar
camp_6227,Idleb,Bkafla
camp_6228,Idleb,Bakdash Farm
camp_6229,Idleb,Sabileh
camp_6230,Idleb,Frikka al Abeed
camp_6231,Idleb,Ras Elhisn
camp_6232,Idleb,Torlaha
camp_6233,Idleb,Sardin
camp_6234,Idleb,Ma'arat Manaya
camp_6235,Idleb,Rabeeta
camp_6236,Idleb,Khirbet al Kahtib
camp_6237,Idleb,Dier Seeta
camp_6238,Idleb,Koknaya
camp_6239,Idleb,Radwa
camp_6240,Idleb,Barisha
camp_6241,Idleb,Boz Ghaz
camp_6242,Idleb,Qalb Lozeh
camp_6243,Idleb,Kuwaro - Um Elriyah
camp_6244,Idleb,Biret Armanaz
camp_6245,Idleb,al-Baali'ah
camp_6246,Idleb,Baliya
camp_6247,Idleb,Al-Jouaniyah Farm (Maarat Misrin)
camp_6248,Idleb,Kafr Takharim
camp_6249,Idleb,Bayates
camp_6250,Idleb,Milis
camp_6251,Idleb,Quneitra
camp_6252,Idleb,Hafasraja
camp_6253,Idleb,Ghafar
camp_6254,Idleb,Kabta
camp_6255,Idleb,Al Gharraf
camp_6256,Idleb,Sheikh Yousef
camp_6257,Idleb,Al Omairieh
camp_6258,Idleb,Dweila
camp_6259,Idleb,Hamra
camp_6260,Idleb,Al Refatia
camp_6261,Idleb,Ein Elbikara
camp_6262,Idleb,Kuku - Ein Eljaj
camp_6263,Idleb,Salqin
camp_6264,Idleb,Msheirfeh
camp_6265,Idleb,Hezreh - Hezri
camp_6266,Aleppo,Zarzita
camp_6267,Idleb,Atma
camp_6268,Idleb,Selwa
camp_6269,Idleb,Al Magarah
camp_6270,Idleb,Betiya
camp_6271,Idleb,Jeser Maksour
camp_6272,Idleb,Kafarna
camp_6273,Idleb,Bozanti
camp_6274,Idleb,Eskat
camp_6275,Idleb,Tellemar
camp_6276,Idleb,Shyukh
camp_6277,Idleb,Delbiya
camp_6278,Idleb,Kafr Hind
camp_6279,Idleb,Al wastani
camp_6280,Idleb,Kharab Khalil
camp_6281,Idleb,Andnaniyeh - Farjein
camp_6282,Idleb,Sheikh Issa Elashury
camp_6283,Idleb,Almilk
camp_6284,Idleb,Foz - Zuf
camp_6285,Idleb,Maland
camp_6286,Idleb,Kafrlata
camp_6287,Idleb,Al Iraqiyah
camp_6288,Idleb,Al Mokbelah
camp_6289,Idleb,Kafraziba
camp_6290,Idleb,Ma'ar Tab'i
camp_6291,Idleb,Abkally
camp_6292,Hama,Al Zaqoum
camp_6293,Idleb,Jabal Bazah
camp_6294,Idleb,Bazabur
camp_6295,Idleb,Berjhab
camp_6296,Idleb,Ebneh
camp_6297,Idleb,Sarja
camp_6298,Idleb,Al-Qiyasat
camp_6299,Idleb,Maarzaf
camp_6300,Idleb,Arnaba
camp_6301,Idleb,Ehsem
camp_6302,Idleb,Kafr Haya
camp_6303,Idleb,Farkya
camp_6304,Idleb,Orm Eljoz
camp_6305,Idleb,Maarbalit
camp_6306,Idleb,Nahliya
camp_6307,Idleb,Marayan
camp_6308,Idleb,Korin
camp_6309,Idleb,Kafr Shalaya
camp_6310,Idleb,Nahleh
camp_6311,Idleb,Bsames
camp_6312,Idleb,Maalali
camp_6313,Idleb,Balshun
camp_6314,Idleb,Bara
camp_6315,Idleb,Marata
camp_6316,Idleb,Mhambal
camp_6317,Idleb,Jisr-Ash-Shugur
camp_6318,Idleb,Marj
camp_6319,Idleb,Bsanqul
camp_6320,Idleb,Thaheriya
camp_6321,Idleb,Hila
camp_6322,Idleb,Hlul
